driver,prev5_avg,prev5_points,points_behind_leader,percent_of_max,position,race_number,future_results
A. AlbonWilliams,0.015384615384615385,"[0.0, 0.0, 0.0, 2.0, 0.0]",0.4965675057208238,0.0091324200913242,0.6956521739130435,0.391304347826087,0.0
D. RicciardoRacing Bulls,0.06923076923076923,"[0.0, 5.0, 0.0, 0.0, 4.0]",0.4805491990846682,0.0410958904109589,0.4782608695652174,0.391304347826087,2.0
O. BearmanHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.4874141876430206,0.0273972602739726,0.5652173913043478,0.391304347826087,0.0
F. ColapintoWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5011441647597255,0.0,0.782608695652174,0.391304347826087,0.0
Z. GuanyuSauber,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5011441647597255,0.0,0.8260869565217391,0.391304347826087,0.0
L. LawsonRacing Bulls,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5011441647597255,0.0,0.8695652173913043,0.391304347826087,0.0
V. BottasSauber,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5011441647597255,0.0,0.9130434782608695,0.391304347826087,0.0
L. SargeantWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5011441647597255,0.0,0.9565217391304348,0.391304347826087,0.0
J. DoohanAlpine,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5011441647597255,0.0,1.0,0.391304347826087,0.0
M. VerstappenRed Bull Racing,0.8384615384615385,"[26.0, 25.0, 8.0, 25.0, 25.0]",0.0,1.0,0.0,0.43478260869565216,18.0
L. NorrisMcLaren,0.7076923076923076,"[25.0, 18.0, 12.0, 18.0, 19.0]",0.1853546910755149,0.6582278481012658,0.043478260869565216,0.43478260869565216,15.0
C. LeclercFerrari,0.5538461538461539,"[22.0, 15.0, 25.0, 0.0, 10.0]",0.19908466819221968,0.6329113924050633,0.08695652173913043,0.43478260869565216,0.0
O. PiastriMcLaren,0.37692307692307697,"[3.0, 12.0, 18.0, 10.0, 6.0]",0.28604118993135014,0.47257383966244726,0.21739130434782608,0.43478260869565216,12.0
C. SainzFerrari,0.36153846153846153,"[14.0, 10.0, 15.0, 0.0, 8.0]",0.2334096109839817,0.569620253164557,0.13043478260869565,0.43478260869565216,11.0
G. RussellMercedes,0.3692307692307692,"[4.0, 7.0, 10.0, 15.0, 12.0]",0.28832951945080093,0.46835443037974683,0.2608695652173913,0.43478260869565216,0.0
L. HamiltonMercedes,0.3923076923076923,"[8.0, 8.0, 7.0, 13.0, 15.0]",0.34782608695652173,0.35864978902953587,0.30434782608695654,0.43478260869565216,25.0
S. PerezRed Bull Racing,0.2,"[18.0, 4.0, 0.0, 0.0, 4.0]",0.2723112128146453,0.4978902953586498,0.17391304347826086,0.43478260869565216,0.0
F. AlonsoAston Martin Racing,0.07692307692307693,"[2.0, 0.0, 0.0, 8.0, 0.0]",0.448512585812357,0.1729957805907173,0.34782608695652173,0.43478260869565216,4.0
P. GaslyAlpine,0.038461538461538464,"[0.0, 0.0, 1.0, 2.0, 2.0]",0.528604118993135,0.02531645569620253,0.5652173913043478,0.43478260869565216,0.0
N. HulkenbergHaas F1 Team,0.015384615384615385,"[2.0, 0.0, 0.0, 0.0, 0.0]",0.5102974828375286,0.05907172995780591,0.4782608695652174,0.43478260869565216,8.0
Y. TsunodaRacing Bulls,0.0923076923076923,"[7.0, 1.0, 4.0, 0.0, 0.0]",0.4988558352402746,0.08016877637130802,0.391304347826087,0.43478260869565216,1.0
L. StrollAston Martin Racing,0.06153846153846154,"[0.0, 2.0, 0.0, 6.0, 0.0]",0.5034324942791762,0.07172995780590717,0.43478260869565216,0.43478260869565216,6.0
E. OconAlpine,0.023076923076923075,"[1.0, 0.0, 0.0, 1.0, 1.0]",0.5354691075514875,0.012658227848101266,0.6956521739130435,0.43478260869565216,0.0
K. MagnussenHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5308924485125858,0.02109704641350211,0.6521739130434783,0.43478260869565216,0.0
A. AlbonWilliams,0.015384615384615385,"[0.0, 0.0, 2.0, 0.0, 0.0]",0.5377574370709383,0.008438818565400843,0.7391304347826086,0.43478260869565216,2.0
D. RicciardoRacing Bulls,0.06923076923076923,"[5.0, 0.0, 0.0, 4.0, 0.0]",0.517162471395881,0.046413502109704644,0.5217391304347826,0.43478260869565216,0.0
O. BearmanHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.528604118993135,0.02531645569620253,0.6086956521739131,0.43478260869565216,0.0
F. ColapintoWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5423340961098398,0.0,0.782608695652174,0.43478260869565216,0.0
Z. GuanyuSauber,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5423340961098398,0.0,0.8260869565217391,0.43478260869565216,0.0
L. LawsonRacing Bulls,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5423340961098398,0.0,0.8695652173913043,0.43478260869565216,0.0
V. BottasSauber,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5423340961098398,0.0,0.9130434782608695,0.43478260869565216,0.0
L. SargeantWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5423340961098398,0.0,0.9565217391304348,0.43478260869565216,0.0
J. DoohanAlpine,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5423340961098398,0.0,1.0,0.43478260869565216,0.0
M. VerstappenRed Bull Racing,0.7769230769230769,"[25.0, 8.0, 25.0, 25.0, 18.0]",0.0,1.0,0.0,0.4782608695652174,10.0
L. NorrisMcLaren,0.5615384615384615,"[18.0, 12.0, 18.0, 19.0, 6.0]",0.19221967963386727,0.6705882352941176,0.043478260869565216,0.4782608695652174,18.0
C. LeclercFerrari,0.4,"[15.0, 25.0, 0.0, 10.0, 2.0]",0.2402745995423341,0.5882352941176471,0.08695652173913043,0.4782608695652174,12.0
O. PiastriMcLaren,0.5461538461538461,"[12.0, 18.0, 10.0, 6.0, 25.0]",0.2997711670480549,0.48627450980392156,0.17391304347826086,0.4782608695652174,25.0
C. SainzFerrari,0.4,"[10.0, 15.0, 0.0, 8.0, 19.0]",0.2494279176201373,0.5725490196078431,0.13043478260869565,0.4782608695652174,8.0
G. RussellMercedes,0.5692307692307692,"[7.0, 10.0, 15.0, 12.0, 30.0]",0.3295194508009153,0.43529411764705883,0.2608695652173913,0.4782608695652174,5.0
L. HamiltonMercedes,0.4461538461538461,"[8.0, 7.0, 13.0, 15.0, 15.0]",0.3318077803203661,0.43137254901960786,0.30434782608695654,0.4782608695652174,15.0
S. PerezRed Bull Racing,0.11538461538461539,"[4.0, 0.0, 0.0, 4.0, 7.0]",0.3135011441647597,0.4627450980392157,0.21739130434782608,0.4782608695652174,6.0
F. AlonsoAston Martin Racing,0.06153846153846154,"[0.0, 0.0, 8.0, 0.0, 0.0]",0.4805491990846682,0.17647058823529413,0.34782608695652173,0.4782608695652174,0.0
P. GaslyAlpine,0.04615384615384615,"[0.0, 1.0, 2.0, 2.0, 1.0]",0.5697940503432495,0.023529411764705882,0.5652173913043478,0.4782608695652174,0.0
N. HulkenbergHaas F1 Team,0.06153846153846154,"[0.0, 0.0, 0.0, 0.0, 8.0]",0.5331807780320366,0.08627450980392157,0.43478260869565216,0.4782608695652174,0.0
Y. TsunodaRacing Bulls,0.038461538461538464,"[1.0, 4.0, 0.0, 0.0, 0.0]",0.5377574370709383,0.0784313725490196,0.4782608695652174,0.4782608695652174,2.0
L. StrollAston Martin Racing,0.06153846153846154,"[2.0, 0.0, 6.0, 0.0, 0.0]",0.5308924485125858,0.09019607843137255,0.391304347826087,0.4782608695652174,1.0
E. OconAlpine,0.015384615384615385,"[0.0, 0.0, 1.0, 1.0, 0.0]",0.5766590389016019,0.011764705882352941,0.7391304347826086,0.4782608695652174,0.0
K. MagnussenHaas F1 Team,0.03076923076923077,"[0.0, 0.0, 0.0, 0.0, 4.0]",0.5720823798627003,0.0196078431372549,0.6521739130434783,0.4782608695652174,0.0
A. AlbonWilliams,0.015384615384615385,"[0.0, 2.0, 0.0, 0.0, 0.0]",0.5743707093821511,0.01568627450980392,0.6956521739130435,0.4782608695652174,0.0
D. RicciardoRacing Bulls,0.04615384615384615,"[0.0, 0.0, 4.0, 0.0, 2.0]",0.5583524027459954,0.043137254901960784,0.5217391304347826,0.4782608695652174,0.0
O. BearmanHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5697940503432495,0.023529411764705882,0.6086956521739131,0.4782608695652174,0.0
F. ColapintoWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5835240274599542,0.0,0.782608695652174,0.4782608695652174,0.0
Z. GuanyuSauber,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5835240274599542,0.0,0.8260869565217391,0.4782608695652174,0.0
L. LawsonRacing Bulls,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5835240274599542,0.0,0.8695652173913043,0.4782608695652174,0.0
V. BottasSauber,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5835240274599542,0.0,0.9130434782608695,0.4782608695652174,0.0
L. SargeantWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5835240274599542,0.0,0.9565217391304348,0.4782608695652174,0.0
J. DoohanAlpine,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5835240274599542,0.0,1.0,0.4782608695652174,0.0
M. VerstappenRed Bull Racing,0.7230769230769231,"[8.0, 25.0, 25.0, 18.0, 18.0]",0.0,1.0,0.0,0.5217391304347826,12.0
L. NorrisMcLaren,0.5384615384615384,"[12.0, 18.0, 19.0, 6.0, 15.0]",0.17391304347826086,0.7132075471698113,0.043478260869565216,0.5217391304347826,10.0
C. LeclercFerrari,0.2846153846153846,"[25.0, 0.0, 10.0, 2.0, 0.0]",0.23569794050343248,0.6113207547169811,0.08695652173913043,0.5217391304347826,15.0
O. PiastriMcLaren,0.5461538461538461,"[18.0, 10.0, 6.0, 25.0, 12.0]",0.2654462242562929,0.5622641509433962,0.17391304347826086,0.5217391304347826,18.0
C. SainzFerrari,0.4076923076923077,"[15.0, 0.0, 8.0, 19.0, 11.0]",0.2540045766590389,0.5811320754716981,0.13043478260869565,0.5217391304347826,8.0
G. RussellMercedes,0.5153846153846154,"[10.0, 15.0, 12.0, 30.0, 0.0]",0.34096109839816935,0.4377358490566038,0.30434782608695654,0.5217391304347826,0.0
L. HamiltonMercedes,0.5769230769230769,"[7.0, 13.0, 15.0, 15.0, 25.0]",0.32036613272311215,0.4716981132075472,0.21739130434782608,0.5217391304347826,25.0
S. PerezRed Bull Racing,0.08461538461538462,"[0.0, 0.0, 4.0, 7.0, 0.0]",0.32265446224256294,0.4679245283018868,0.2608695652173913,0.5217391304347826,7.0
F. AlonsoAston Martin Racing,0.0923076923076923,"[0.0, 8.0, 0.0, 0.0, 4.0]",0.5034324942791762,0.16981132075471697,0.34782608695652173,0.5217391304347826,4.0
P. GaslyAlpine,0.04615384615384615,"[1.0, 2.0, 2.0, 1.0, 0.0]",0.5926773455377574,0.022641509433962263,0.5652173913043478,0.5217391304347826,0.0
N. HulkenbergHaas F1 Team,0.12307692307692308,"[0.0, 0.0, 0.0, 8.0, 8.0]",0.5560640732265446,0.0830188679245283,0.43478260869565216,0.5217391304347826,0.0
Y. TsunodaRacing Bulls,0.038461538461538464,"[4.0, 0.0, 0.0, 0.0, 1.0]",0.5560640732265446,0.0830188679245283,0.4782608695652174,0.5217391304347826,0.0
L. StrollAston Martin Racing,0.0923076923076923,"[0.0, 6.0, 0.0, 0.0, 6.0]",0.551487414187643,0.09056603773584905,0.391304347826087,0.5217391304347826,0.0
E. OconAlpine,0.015384615384615385,"[0.0, 1.0, 1.0, 0.0, 0.0]",0.5995423340961098,0.011320754716981131,0.7391304347826086,0.5217391304347826,2.0
K. MagnussenHaas F1 Team,0.03076923076923077,"[0.0, 0.0, 0.0, 4.0, 0.0]",0.5949656750572082,0.018867924528301886,0.6521739130434783,0.5217391304347826,0.0
A. AlbonWilliams,0.03076923076923077,"[2.0, 0.0, 0.0, 0.0, 2.0]",0.597254004576659,0.01509433962264151,0.6956521739130435,0.5217391304347826,0.0
D. RicciardoRacing Bulls,0.04615384615384615,"[0.0, 4.0, 0.0, 2.0, 0.0]",0.5812356979405034,0.04150943396226415,0.5217391304347826,0.5217391304347826,1.0
O. BearmanHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5926773455377574,0.022641509433962263,0.6086956521739131,0.5217391304347826,0.0
F. ColapintoWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6064073226544623,0.0,0.782608695652174,0.5217391304347826,0.0
Z. GuanyuSauber,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6064073226544623,0.0,0.8260869565217391,0.5217391304347826,0.0
L. LawsonRacing Bulls,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6064073226544623,0.0,0.8695652173913043,0.5217391304347826,0.0
V. BottasSauber,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6064073226544623,0.0,0.9130434782608695,0.5217391304347826,0.0
L. SargeantWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6064073226544623,0.0,0.9565217391304348,0.5217391304347826,0.0
J. DoohanAlpine,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6064073226544623,0.0,1.0,0.5217391304347826,0.0
M. VerstappenRed Bull Racing,0.7384615384615384,"[25.0, 25.0, 18.0, 18.0, 10.0]",0.0,1.0,0.0,0.5652173913043478,18.0
L. NorrisMcLaren,0.5846153846153845,"[18.0, 19.0, 6.0, 15.0, 18.0]",0.17848970251716248,0.7184115523465704,0.043478260869565216,0.5652173913043478,26.0
C. LeclercFerrari,0.1846153846153846,"[0.0, 10.0, 2.0, 0.0, 12.0]",0.2288329519450801,0.6389891696750902,0.08695652173913043,0.5652173913043478,15.0
O. PiastriMcLaren,0.6,"[10.0, 6.0, 25.0, 12.0, 25.0]",0.2517162471395881,0.6028880866425993,0.13043478260869565,0.5652173913043478,12.0
C. SainzFerrari,0.3538461538461538,"[0.0, 8.0, 19.0, 11.0, 8.0]",0.2631578947368421,0.5848375451263538,0.17391304347826086,0.5652173913043478,10.0
G. RussellMercedes,0.47692307692307695,"[15.0, 12.0, 30.0, 0.0, 5.0]",0.3684210526315789,0.4187725631768953,0.30434782608695654,0.5652173913043478,6.0
L. HamiltonMercedes,0.6384615384615385,"[13.0, 15.0, 15.0, 25.0, 15.0]",0.2906178489702517,0.5415162454873647,0.21739130434782608,0.5652173913043478,4.0
S. PerezRed Bull Racing,0.13076923076923078,"[0.0, 4.0, 7.0, 0.0, 6.0]",0.3340961098398169,0.4729241877256318,0.2608695652173913,0.5652173913043478,8.0
F. AlonsoAston Martin Racing,0.0923076923076923,"[8.0, 0.0, 0.0, 4.0, 0.0]",0.5217391304347826,0.17689530685920576,0.34782608695652173,0.5652173913043478,1.0
P. GaslyAlpine,0.038461538461538464,"[2.0, 2.0, 1.0, 0.0, 0.0]",0.620137299771167,0.021660649819494584,0.5652173913043478,0.5652173913043478,2.0
N. HulkenbergHaas F1 Team,0.12307692307692308,"[0.0, 0.0, 8.0, 8.0, 0.0]",0.5835240274599542,0.07942238267148015,0.43478260869565216,0.5652173913043478,0.0
Y. TsunodaRacing Bulls,0.023076923076923075,"[0.0, 0.0, 0.0, 1.0, 2.0]",0.5835240274599542,0.07942238267148015,0.4782608695652174,0.5652173913043478,0.0
L. StrollAston Martin Racing,0.1,"[6.0, 0.0, 0.0, 6.0, 1.0]",0.5789473684210527,0.08664259927797834,0.391304347826087,0.5652173913043478,0.0
E. OconAlpine,0.015384615384615385,"[1.0, 1.0, 0.0, 0.0, 0.0]",0.6224256292906178,0.018050541516245487,0.6521739130434783,0.5652173913043478,0.0
K. MagnussenHaas F1 Team,0.03076923076923077,"[0.0, 0.0, 4.0, 0.0, 0.0]",0.6224256292906178,0.018050541516245487,0.6956521739130435,0.5652173913043478,0.0
A. AlbonWilliams,0.015384615384615385,"[0.0, 0.0, 0.0, 2.0, 0.0]",0.6247139588100686,0.01444043321299639,0.7391304347826086,0.5652173913043478,0.0
D. RicciardoRacing Bulls,0.04615384615384615,"[4.0, 0.0, 2.0, 0.0, 0.0]",0.6064073226544623,0.04332129963898917,0.5217391304347826,0.5652173913043478,0.0
O. BearmanHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.620137299771167,0.021660649819494584,0.6086956521739131,0.5652173913043478,0.0
F. ColapintoWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6338672768878718,0.0,0.782608695652174,0.5652173913043478,0.0
Z. GuanyuSauber,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6338672768878718,0.0,0.8260869565217391,0.5652173913043478,0.0
L. LawsonRacing Bulls,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6338672768878718,0.0,0.8695652173913043,0.5652173913043478,0.0
V. BottasSauber,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6338672768878718,0.0,0.9130434782608695,0.5652173913043478,0.0
L. SargeantWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6338672768878718,0.0,0.9565217391304348,0.5652173913043478,0.0
J. DoohanAlpine,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6338672768878718,0.0,1.0,0.5652173913043478,0.0
M. VerstappenRed Bull Racing,0.6384615384615385,"[25.0, 18.0, 18.0, 10.0, 12.0]",0.0,1.0,0.0,0.6086956521739131,8.0
L. NorrisMcLaren,0.5230769230769231,"[19.0, 6.0, 15.0, 18.0, 10.0]",0.16018306636155608,0.7627118644067796,0.043478260869565216,0.6086956521739131,16.0
C. LeclercFerrari,0.3,"[10.0, 2.0, 0.0, 12.0, 15.0]",0.23569794050343248,0.6508474576271186,0.08695652173913043,0.6086956521739131,25.0
O. PiastriMcLaren,0.6615384615384615,"[6.0, 25.0, 12.0, 25.0, 18.0]",0.2654462242562929,0.6067796610169491,0.13043478260869565,0.6086956521739131,18.0
C. SainzFerrari,0.4153846153846154,"[8.0, 19.0, 11.0, 8.0, 8.0]",0.2814645308924485,0.5830508474576271,0.17391304347826086,0.6086956521739131,12.0
G. RussellMercedes,0.36153846153846153,"[12.0, 30.0, 0.0, 5.0, 0.0]",0.39588100686498856,0.4135593220338983,0.30434782608695654,0.6086956521739131,6.0
L. HamiltonMercedes,0.7307692307692307,"[15.0, 15.0, 25.0, 15.0, 25.0]",0.32265446224256294,0.5220338983050847,0.21739130434782608,0.6086956521739131,10.0
S. PerezRed Bull Racing,0.1846153846153846,"[4.0, 7.0, 0.0, 6.0, 7.0]",0.35697940503432496,0.4711864406779661,0.2608695652173913,0.6086956521739131,4.0
F. AlonsoAston Martin Racing,0.06153846153846154,"[0.0, 0.0, 4.0, 0.0, 4.0]",0.5606407322654462,0.1694915254237288,0.34782608695652173,0.6086956521739131,0.0
P. GaslyAlpine,0.023076923076923075,"[2.0, 1.0, 0.0, 0.0, 0.0]",0.6567505720823799,0.02711864406779661,0.5652173913043478,0.6086956521739131,0.0
N. HulkenbergHaas F1 Team,0.12307692307692308,"[0.0, 8.0, 8.0, 0.0, 0.0]",0.6247139588100686,0.07457627118644068,0.43478260869565216,0.6086956521739131,0.0
Y. TsunodaRacing Bulls,0.023076923076923075,"[0.0, 0.0, 1.0, 2.0, 0.0]",0.6247139588100686,0.07457627118644068,0.4782608695652174,0.6086956521739131,0.0
L. StrollAston Martin Racing,0.05384615384615384,"[0.0, 0.0, 6.0, 1.0, 0.0]",0.620137299771167,0.08135593220338982,0.391304347826087,0.6086956521739131,0.0
E. OconAlpine,0.023076923076923075,"[1.0, 0.0, 0.0, 0.0, 2.0]",0.6636155606407322,0.01694915254237288,0.6521739130434783,0.6086956521739131,0.0
K. MagnussenHaas F1 Team,0.03076923076923077,"[0.0, 4.0, 0.0, 0.0, 0.0]",0.6636155606407322,0.01694915254237288,0.6956521739130435,0.6086956521739131,1.0
A. AlbonWilliams,0.015384615384615385,"[0.0, 0.0, 2.0, 0.0, 0.0]",0.665903890160183,0.013559322033898305,0.7391304347826086,0.6086956521739131,2.0
D. RicciardoRacing Bulls,0.023076923076923075,"[0.0, 2.0, 0.0, 0.0, 1.0]",0.6475972540045767,0.04067796610169491,0.5217391304347826,0.6086956521739131,0.0
O. BearmanHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6613272311212814,0.020338983050847456,0.6086956521739131,0.6086956521739131,0.0
F. ColapintoWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6750572082379863,0.0,0.782608695652174,0.6086956521739131,0.0
Z. GuanyuSauber,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6750572082379863,0.0,0.8260869565217391,0.6086956521739131,0.0
L. LawsonRacing Bulls,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6750572082379863,0.0,0.8695652173913043,0.6086956521739131,0.0
V. BottasSauber,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6750572082379863,0.0,0.9130434782608695,0.6086956521739131,0.0
L. SargeantWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6750572082379863,0.0,0.9565217391304348,0.6086956521739131,0.0
J. DoohanAlpine,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6750572082379863,0.0,1.0,0.6086956521739131,0.0
M. VerstappenRed Bull Racing,0.5846153846153845,"[18.0, 18.0, 10.0, 12.0, 18.0]",0.0,1.0,0.0,0.6521739130434783,10.0
L. NorrisMcLaren,0.5769230769230769,"[6.0, 15.0, 18.0, 10.0, 26.0]",0.14187643020594964,0.7953795379537953,0.043478260869565216,0.6521739130434783,13.0
C. LeclercFerrari,0.3384615384615385,"[2.0, 0.0, 12.0, 15.0, 15.0]",0.19679633867276888,0.7161716171617162,0.08695652173913043,0.6521739130434783,18.0
O. PiastriMcLaren,0.7076923076923076,"[25.0, 12.0, 25.0, 18.0, 12.0]",0.2425629290617849,0.6501650165016502,0.13043478260869565,0.6521739130434783,25.0
C. SainzFerrari,0.43076923076923074,"[19.0, 11.0, 8.0, 8.0, 10.0]",0.2723112128146453,0.6072607260726073,0.17391304347826086,0.6521739130434783,0.0
G. RussellMercedes,0.3153846153846154,"[30.0, 0.0, 5.0, 0.0, 6.0]",0.40045766590389015,0.42244224422442245,0.30434782608695654,0.6521739130434783,15.0
L. HamiltonMercedes,0.6461538461538462,"[15.0, 25.0, 15.0, 25.0, 4.0]",0.3180778032036613,0.5412541254125413,0.21739130434782608,0.6521739130434783,2.0
S. PerezRed Bull Racing,0.21538461538461537,"[7.0, 0.0, 6.0, 7.0, 8.0]",0.36613272311212813,0.47194719471947194,0.2608695652173913,0.6521739130434783,0.0
F. AlonsoAston Martin Racing,0.06923076923076923,"[0.0, 4.0, 0.0, 4.0, 1.0]",0.5789473684210527,0.16501650165016502,0.34782608695652173,0.6521739130434783,8.0
P. GaslyAlpine,0.023076923076923075,"[1.0, 0.0, 0.0, 0.0, 2.0]",0.6750572082379863,0.026402640264026403,0.5652173913043478,0.6521739130434783,0.0
N. HulkenbergHaas F1 Team,0.12307692307692308,"[8.0, 8.0, 0.0, 0.0, 0.0]",0.6430205949656751,0.07260726072607261,0.43478260869565216,0.6521739130434783,0.0
Y. TsunodaRacing Bulls,0.023076923076923075,"[0.0, 1.0, 2.0, 0.0, 0.0]",0.6430205949656751,0.07260726072607261,0.4782608695652174,0.6521739130434783,0.0
L. StrollAston Martin Racing,0.05384615384615384,"[0.0, 6.0, 1.0, 0.0, 0.0]",0.6384439359267735,0.07920792079207921,0.391304347826087,0.6521739130434783,0.0
E. OconAlpine,0.015384615384615385,"[0.0, 0.0, 0.0, 2.0, 0.0]",0.6819221967963387,0.0165016501650165,0.7391304347826086,0.6521739130434783,0.0
K. MagnussenHaas F1 Team,0.03076923076923077,"[4.0, 0.0, 0.0, 0.0, 0.0]",0.6796338672768879,0.019801980198019802,0.6086956521739131,0.6521739130434783,0.0
A. AlbonWilliams,0.015384615384615385,"[0.0, 2.0, 0.0, 0.0, 0.0]",0.6796338672768879,0.019801980198019802,0.6521739130434783,0.6521739130434783,6.0
D. RicciardoRacing Bulls,0.023076923076923075,"[2.0, 0.0, 0.0, 1.0, 0.0]",0.665903890160183,0.039603960396039604,0.5217391304347826,0.6521739130434783,0.0
O. BearmanHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6796338672768879,0.019801980198019802,0.6956521739130435,0.6521739130434783,1.0
F. ColapintoWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6933638443935927,0.0,0.782608695652174,0.6521739130434783,4.0
Z. GuanyuSauber,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6933638443935927,0.0,0.8260869565217391,0.6521739130434783,0.0
L. LawsonRacing Bulls,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6933638443935927,0.0,0.8695652173913043,0.6521739130434783,0.0
V. BottasSauber,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6933638443935927,0.0,0.9130434782608695,0.6521739130434783,0.0
L. SargeantWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6933638443935927,0.0,0.9565217391304348,0.6521739130434783,0.0
J. DoohanAlpine,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6933638443935927,0.0,1.0,0.6521739130434783,0.0
M. VerstappenRed Bull Racing,0.5076923076923077,"[18.0, 10.0, 12.0, 18.0, 8.0]",0.0,1.0,0.0,0.6956521739130435,18.0
L. NorrisMcLaren,0.6538461538461539,"[15.0, 18.0, 10.0, 26.0, 16.0]",0.13501144164759726,0.8115015974440895,0.043478260869565216,0.6956521739130435,25.0
C. LeclercFerrari,0.5153846153846154,"[0.0, 12.0, 15.0, 15.0, 25.0]",0.17848970251716248,0.7507987220447284,0.08695652173913043,0.6956521739130435,10.0
O. PiastriMcLaren,0.6538461538461539,"[12.0, 25.0, 18.0, 12.0, 18.0]",0.20823798627002288,0.7092651757188498,0.13043478260869565,0.6956521739130435,15.0
C. SainzFerrari,0.37692307692307697,"[11.0, 8.0, 8.0, 10.0, 12.0]",0.2951945080091533,0.5878594249201278,0.17391304347826086,0.6956521739130435,6.0
